,Player,Pos.,Team ▾,Total Value,APY,"Total
Guaranteed","Avg.
Guarantee/Year",% Guaranteed
,Chris Stoll,LS,Seahawks,"$2,701,500","$900,500","$6,500","$2,167",0.2%
,Jacardia Wright,RB,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Jamie Sheriff,LB,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Maxen Hook,S,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Federico Maranges,C,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Chris Paul Jr.,LG,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,J.R. Singleton,IDL,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Bubba Thomas,IDL,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Ricky White,WR,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Jalan Gaines,EDGE,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Tyrone Broden,WR,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Logan Brown,RT,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Montorie Foster,WR,Seahawks,"$885,000","$885,000",$0,$0,0.0%
,Ja'Markis Weston,EDGE,Seahawks,"$1,005,000","$1,005,000",$0,$0,0.0%
,Cody White,WR,Seahawks,"$1,030,000","$1,030,000",$0,$0,0.0%
,Brandon Pili,IDL,Seahawks,"$1,030,000","$1,030,000",$0,$0,0.0%
,Ty Okada,CB,Seahawks,"$1,030,000","$1,030,000",$0,$0,0.0%
,Brady Russell,TE,Seahawks,"$1,030,000","$1,030,000",$0,$0,0.0%
,Chazz Surratt,LB,Seahawks,"$1,150,000","$1,150,000",$0,$0,0.0%
,Cam Akers,RB,Seahawks,"$1,215,000","$1,215,000",$0,$0,0.0%
,Tyler Hall,CB,Seahawks,"$1,215,000","$1,215,000",$0,$0,0.0%
,Velus Jones Jr.,RB,Seahawks,"$1,215,000","$1,215,000",$0,$0,0.0%
,George Holani,RB,Seahawks,"$1,755,000","$877,500",$0,$0,0.0%
,Amari Kight,RT,Seahawks,"$1,845,000","$922,500",$0,$0,0.0%
,Patrick O'Connell,LB,Seahawks,"$2,175,000","$1,087,500",$0,$0,0.0%
,A.J. Finley,S,Seahawks,"$2,695,000","$898,333",$0,$0,0.0%
,Jalen Sundell,LT,Seahawks,"$2,830,000","$943,333",$0,$0,0.0%
,T.J. Watt,EDGE,Steelers,"$123,000,000","$41,000,000","$108,000,000","$36,000,000",87.8%
,D.K. Metcalf,WR,Steelers,"$131,999,529","$32,999,882","$60,000,471","$15,000,118",45.5%
,Jalen Ramsey,CB,Steelers,"$72,300,000","$24,100,000","$24,235,000","$8,078,333",33.5%
,Derrick Harmon,IDL,Steelers,"$17,973,604","$4,493,401","$17,973,604","$4,493,401",100.0%
,Alex Highsmith,EDGE,Steelers,"$68,000,000","$17,000,000","$17,010,000","$4,252,500",25.0%
,Broderick Jones,LT,Steelers,"$16,626,364","$4,156,591","$16,626,364","$4,156,591",100.0%
,Cameron Heyward,IDL,Steelers,"$29,000,000","$14,500,000","$16,000,000","$8,000,000",55.2%
,Troy Fautanu,LG,Steelers,"$15,055,296","$3,763,824","$15,055,296","$3,763,824",100.0%
,Patrick Queen,LB,Steelers,"$41,000,000","$13,666,666","$13,840,000","$4,613,333",33.8%
,Jaylen Warren,RB,Steelers,"$11,904,000","$5,952,000","$11,765,000","$5,882,500",98.8%
,Pat Freiermuth,TE,Steelers,"$48,400,000","$12,100,000","$11,600,000","$2,900,000",24.0%
,Aaron Rodgers,QB,Steelers,"$13,650,000","$13,650,000","$10,000,000","$10,000,000",73.3%
,Chris Boswell,K,Steelers,"$20,000,000","$5,000,000","$9,760,000","$2,440,000",48.8%
,Kyle Dugger,S,Steelers,"$11,000,000","$11,000,000","$9,750,000","$9,750,000",88.6%
,Joey Porter Jr.,CB,Steelers,"$9,618,348","$2,404,587","$8,999,870","$2,249,968",93.6%
,Jonnu Smith,TE,Steelers,"$12,010,000","$12,010,000","$7,745,000","$7,745,000",64.5%
,DeShon Elliott,S,Steelers,"$12,500,000","$6,250,000","$7,170,000","$3,585,000",57.4%
,Isaac Seumalo,LG,Steelers,"$24,000,000","$8,000,000","$6,950,000","$2,316,667",29.0%
,Zach Frazier,C,Steelers,"$7,544,214","$1,886,054","$5,039,272","$1,259,818",66.8%
,Keeanu Benton,IDL,Steelers,"$7,333,124","$1,833,281","$4,279,836","$1,069,959",58.4%
,Malik Harrison,LB,Steelers,"$10,000,000","$5,000,000","$4,080,000","$2,040,000",40.8%
,Mason Rudolph,QB,Steelers,"$7,500,000","$3,750,000","$3,000,000","$1,500,000",40.0%
,Miles Killebrew,S,Steelers,"$6,500,000","$3,250,000","$2,090,000","$1,045,000",32.2%
,Brandin Echols,CB,Steelers,"$6,000,000","$3,000,000","$1,830,000","$915,000",30.5%
,Daniel Ekuale,IDL,Steelers,"$2,800,000","$2,800,000","$1,630,000","$1,630,000",58.2%
,Kaleb Johnson,RB,Steelers,"$6,372,062","$1,593,016","$1,274,228","$318,557",20.0%
,Dean Lowry,IDL,Steelers,"$5,000,000","$2,500,000","$1,250,000","$625,000",25.0%
,Bennett Skowronek,WR,Steelers,"$4,475,000","$2,237,500","$1,080,000","$540,000",24.1%
,Adam Thielen,WR,Steelers,"$5,000,000","$5,000,000","$1,000,000","$1,000,000",20.0%
,Roman Wilson,WR,Steelers,"$5,745,168","$1,436,292","$998,304","$249,576",17.4%
,Jack Sawyer,EDGE,Steelers,"$5,150,932","$1,287,733","$950,932","$237,733",18.5%
,Darnell Washington,TE,Steelers,"$5,353,912","$1,338,478","$893,752","$223,438",16.7%
,Payton Wilson,LB,Steelers,"$5,596,312","$1,399,078","$890,044","$222,511",15.9%
,Calvin Anderson,LT,Steelers,"$4,000,000","$2,000,000","$830,000","$415,000",20.8%
,Mason McCormick,LG,Steelers,"$4,784,896","$1,196,224","$764,896","$191,224",16.0%
,Nick Herbig,LB,Steelers,"$4,512,924","$1,128,231","$672,924","$168,231",14.9%
,Kenneth Gainwell,RB,Steelers,"$1,790,000","$1,790,000","$620,000","$620,000",34.6%
,Calvin Austin III,WR,Steelers,"$4,164,336","$1,041,084","$504,336","$126,084",12.1%
,Yahya Black,IDL,Steelers,"$4,579,836","$1,144,959","$379,836","$94,959",8.3%
,Christian Kuntz,LS,Steelers,"$3,765,000","$1,225,000","$325,000","$108,333",8.6%
,Will Howard,QB,Steelers,"$4,448,100","$1,112,025","$248,100","$62,025",5.6%
,Logan Lee,IDL,Steelers,"$4,240,072","$1,060,018","$220,072","$55,018",5.2%
,Andrus Peat,LT,Steelers,"$1,422,500","$1,422,500","$167,500","$167,500",11.8%
,Isaiahh Loudermilk,EDGE,Steelers,"$1,627,500","$1,627,500","$167,500","$167,500",10.3%
,Connor Heyward,TE,Steelers,"$3,815,224","$953,806","$155,224","$38,806",4.1%
,Carson Bruener,LB,Steelers,"$4,336,940","$1,084,235","$136,940","$34,235",3.2%
,Donte Kent,CB,Steelers,"$4,333,452","$1,083,363","$133,452","$33,363",3.1%
,Cory Trice,CB,Steelers,"$3,924,436","$981,109","$84,436","$21,109",2.2%
,Spencer Anderson,RG,Steelers,"$3,917,784","$979,446","$77,784","$19,446",2.0%
,Jacob Slade,IDL,Steelers,"$840,000","$840,000",$0,$0,0.0%
,Lorenzo Thompson,LT,Steelers,"$885,000","$885,000",$0,$0,0.0%
,J.J. Galbreath,TE,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Jahvaree Ritzie,IDL,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Brandon Smith,WR,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Doneiko Slaughter,CB,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Doug Nester,LT,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Kyler Baugh,IDL,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Cole Burgess,WR,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Daequan Hardy,CB,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Jack Henderson,S,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Max Hurleman,S,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Steven Jones,LG,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Lew Nichols III,RB,Steelers,"$885,000","$885,000",$0,$0,0.0%
,John Rhys Plumlee,QB,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Julius Welschof,EDGE,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Aiden Williams,RG,Steelers,"$885,000","$885,000",$0,$0,0.0%
,Sataoa Laumea,RT,Steelers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Anthony Goodlow,EDGE,Steelers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Jeremiah Moon,EDGE,Steelers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Ryan McCollum,C,Steelers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Esezi Otomewo,EDGE,Steelers,"$1,030,000","$1,030,000",$0,$0,0.0%
,K.J. Henry,EDGE,Steelers,"$1,075,000","$1,075,000",$0,$0,0.0%
,D'Shawn Jamison,CB,Steelers,"$1,075,000","$1,075,000",$0,$0,0.0%
,A.T. Perry,WR,Steelers,"$1,075,000","$1,075,000",$0,$0,0.0%
,Skylar Thompson,QB,Steelers,"$1,100,000","$1,100,000",$0,$0,0.0%
,Asante Samuel Jr.,CB,Steelers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Jack Driscoll,RT,Steelers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Max Scharping,RG,Steelers,"$1,170,000","$1,170,000",$0,$0,0.0%
,James Pierre,CB,Steelers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Donald Parham,TE,Steelers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Cal Adomitis,LS,Steelers,"$1,215,000","$1,215,000",$0,$0,0.0%
,Marquez Valdes-Scantling,WR,Steelers,"$1,255,000","$1,255,000",$0,$0,0.0%
,Jabrill Peppers,S,Steelers,"$1,255,000","$1,255,000",$0,$0,0.0%
,Scott Miller,WR,Steelers,"$1,337,500","$1,337,500",$0,$0,0.0%
,Chuck Clark,S,Steelers,"$1,422,500","$1,422,500",$0,$0,0.0%
,Sebastian Castro,S,Steelers,"$1,845,000","$922,500",$0,$0,0.0%
,Cole Holcomb,LB,Steelers,"$2,000,000","$2,000,000",$0,$0,0.0%
,Dylan Cook,LT,Steelers,"$2,035,000","$1,017,500",$0,$0,0.0%
,Corliss Waitman,P,Steelers,"$2,085,000","$1,042,500",$0,$0,0.0%
,Danielle Hunter,EDGE,Texans,"$55,100,000","$35,600,000","$54,100,000","$27,050,000",98.2%
,Derek Stingley Jr.,CB,Texans,"$90,000,000","$30,000,000","$48,026,026","$16,008,675",53.4%
,C.J. Stroud,QB,Texans,"$36,279,244","$9,069,811","$36,279,244","$9,069,811",100.0%
,Tytus Howard,RT,Texans,"$56,000,000","$18,666,667","$36,002,000","$12,000,667",64.3%
,Will Anderson Jr.,EDGE,Texans,"$35,212,818","$8,803,205","$35,212,818","$8,803,205",100.0%
,Nico Collins,WR,Texans,"$72,750,000","$24,250,000","$32,116,000","$10,705,333",44.1%
,Dalton Schultz,TE,Texans,"$36,000,000","$12,000,000","$23,500,000","$7,833,333",65.3%
,Azeez Al-Shaair,LB,Texans,"$34,000,000","$11,333,333","$21,500,000","$7,166,667",63.2%
,Jalen Pitre,CB,Texans,"$39,000,000","$13,000,000","$20,656,000","$6,885,333",53.0%
,Joe Mixon,RB,Texans,"$19,750,000","$9,875,000","$13,000,000","$6,500,000",65.8%
,Jayden Higgins,WR,Texans,"$11,700,824","$2,925,206","$11,700,824","$2,925,206",100.0%
,Ka'imi Fairbairn,K,Texans,"$15,900,000","$5,300,000","$11,060,000","$3,686,667",69.6%
,Davis Mills,QB,Texans,"$7,000,000","$7,000,000","$10,250,000","$10,250,000",100.0%
,Jimmie Ward,S,Texans,"$4,500,000","$4,500,000","$8,750,000","$8,750,000",100.0%
,Aireontae Ersery,LT,Texans,"$9,211,646","$2,302,912","$7,369,317","$1,842,329",80.0%
,Kamari Lassiter,CB,Texans,"$9,014,800","$2,253,698","$7,090,508","$1,772,627",78.7%
,Tremon Smith,CB,Texans,"$6,500,000","$3,250,000","$4,500,000","$2,250,000",69.2%
,Mario Edwards Jr.,IDL,Texans,"$9,500,000","$4,750,000","$4,500,000","$2,250,000",47.4%
,Blake Fisher,RT,Texans,"$6,595,438","$1,648,860","$3,562,252","$890,563",54.0%
,E.J. Speed,LB,Texans,"$3,500,000","$3,500,000","$3,250,000","$3,250,000",92.9%
,Tim Settle,IDL,Texans,"$6,000,000","$3,000,000","$3,250,000","$1,625,000",54.2%
,Ed Ingram,RG,Texans,"$5,997,974","$1,499,494","$3,224,799","$806,200",53.8%
,Juice Scruggs,C,Texans,"$6,099,108","$1,524,777","$3,212,948","$803,237",52.7%
,Justin Watson,WR,Texans,"$5,000,000","$2,500,000","$3,000,000","$1,500,000",60.0%
,Tommy Togiai,IDL,Texans,"$2,680,000","$2,680,000","$2,295,000","$2,295,000",85.6%
,Tommy Townsend,P,Texans,"$6,000,000","$3,000,000","$2,000,000","$1,000,000",33.3%
,Jake Hansen,LB,Texans,"$2,675,000","$2,675,000","$1,650,000","$1,650,000",61.7%
,Nick Chubb,RB,Texans,"$2,500,000","$2,500,000","$1,500,000","$1,500,000",60.0%
,Folorunso Fatukasi,IDL,Texans,"$3,000,000","$3,000,000","$1,500,000","$1,500,000",50.0%
,Derek Barnett,EDGE,Texans,"$4,000,000","$4,000,000","$1,500,000","$1,500,000",37.5%
,Jaylin Noel,WR,Texans,"$6,466,856","$1,616,714","$1,343,168","$335,792",20.8%
,Tank Dell,WR,Texans,"$5,689,104","$1,422,276","$1,137,528","$284,382",20.0%
,Jaylin Smith,CB,Texans,"$6,161,184","$1,540,296","$1,120,860","$280,215",18.2%
,Calen Bullock,S,Texans,"$5,856,998","$1,464,250","$1,079,636","$269,909",18.4%
,Christian Harris,LB,Texans,"$5,348,258","$1,337,065","$1,069,640","$267,410",20.0%
,Woody Marks,RB,Texans,"$5,203,768","$1,300,942","$1,003,768","$250,942",19.3%
,Jake Andrews,C,Texans,"$4,648,344","$1,162,086","$808,344","$202,086",17.4%
,Dylan Horton,EDGE,Texans,"$4,641,044","$1,160,261","$801,044","$200,261",17.3%
,Dare Ogunbowale,RB,Texans,"$1,800,000","$1,800,000","$750,000","$750,000",41.7%
,Cade Stover,TE,Texans,"$4,758,936","$1,189,734","$738,936","$184,734",15.5%
,M.J. Stewart,S,Texans,"$2,500,000","$2,500,000","$500,000","$500,000",20.0%
,Kurt Hinish,IDL,Texans,"$1,800,000","$1,800,000","$375,000","$375,000",20.8%
,Braxton Berrios,WR,Texans,"$1,800,000","$1,800,000","$300,000","$300,000",16.7%
,Naquan Jones,IDL,Texans,"$1,835,000","$1,835,000","$250,000","$250,000",13.6%
,Henry To'oTo'o,LB,Texans,"$4,084,980","$1,021,245","$244,980","$61,245",6.0%
,Jaylen Reed,S,Texans,"$4,443,800","$1,110,950","$243,800","$60,950",5.5%
,Damone Clark,LB,Texans,"$3,902,556","$975,639","$242,556","$60,639",6.2%
,British Brooks,RB,Texans,"$2,845,000","$948,333","$240,000","$80,000",8.4%
,Graham Mertz,QB,Texans,"$4,428,484","$1,107,121","$228,484","$57,121",5.2%
,Brevin Jordan,TE,Texans,"$1,720,000","$1,720,000","$200,000","$200,000",11.6%
,Jamal Hill,LB,Texans,"$4,209,392","$1,052,348","$189,392","$47,348",4.5%
,Jarrett Patterson,C,Texans,"$4,009,976","$1,002,494","$169,976","$42,494",4.2%
,Xavier Hutchinson,WR,Texans,"$4,003,700","$1,000,925","$163,700","$40,925",4.1%
,Kyonte Hamilton,IDL,Texans,"$4,338,328","$1,084,582","$138,328","$34,582",3.2%
,Austin Brinkman,LS,Texans,"$2,975,000","$991,667","$110,000","$36,667",3.7%
,Alijah Huzzie,CB,Texans,"$1,895,000","$947,500","$40,000","$20,000",2.1%
,Jarrett Kingston,LG,Texans,"$1,100,000","$1,100,000","$15,000","$15,000",1.4%
,Brandon Codrington,CB,Texans,"$1,100,000","$1,100,000","$15,000","$15,000",1.4%
,Ja'Marcus Ingram,CB,Texans,"$1,952,500","$976,250","$7,500","$3,750",0.4%
,Junior Tafuna,IDL,Texans,"$885,000","$885,000",$0,$0,0.0%
,Luke Lachey,TE,Texans,"$885,000","$885,000",$0,$0,0.0%
,Josh Kelly,WR,Texans,"$885,000","$885,000",$0,$0,0.0%
,Eli Cox,C,Texans,"$885,000","$885,000",$0,$0,0.0%
,Jared Wayne,WR,Texans,"$1,005,000","$1,005,000",$0,$0,0.0%
,Solomon Byrd,EDGE,Texans,"$1,005,000","$1,005,000",$0,$0,0.0%
,Xavier Thomas,LB,Texans,"$1,075,000","$1,075,000",$0,$0,0.0%
,Sidy Sow,RG,Texans,"$1,075,000","$1,075,000",$0,$0,0.0%
,Kaevon Merriweather,S,Texans,"$1,145,000","$1,145,000",$0,$0,0.0%
,Myles Bryant,CB,Texans,"$1,170,000","$1,170,000",$0,$0,0.0%
,Harrison Bryant,TE,Texans,"$1,170,000","$1,170,000",$0,$0,0.0%
,Ajani Carter,CB,Texans,"$1,850,000","$925,000",$0,$0,0.0%
,Jawhar Jordan,RB,Texans,"$1,850,000","$925,000",$0,$0,0.0%
,Trent Brown,RT,Texans,"$2,050,000","$2,050,000",$0,$0,0.0%
,Layne Pryor,TE,Texans,"$3,100,000","$1,033,333",$0,$0,0.0%
,Cam Ward,QB,Titans,"$48,839,604","$12,209,901","$48,839,604","$12,209,901",100.0%
,Jeffery Simmons,IDL,Titans,"$94,000,000","$23,500,000","$47,830,000","$11,957,500",50.9%
,Calvin Ridley,WR,Titans,"$92,000,000","$23,000,000","$46,980,000","$11,745,000",51.1%
,L'Jarius Sneed,CB,Titans,"$76,400,000","$19,100,000","$44,000,000","$11,000,000",57.6%
,Dan Moore Jr.,LT,Titans,"$82,000,000","$20,500,000","$42,510,000","$10,627,500",51.8%
,J.C. Latham,LT,Titans,"$26,045,188","$6,511,297","$26,045,188","$6,511,297",100.0%
,Lloyd Cushenberry,C,Titans,"$50,000,000","$12,500,000","$26,000,000","$6,500,000",52.0%
,Amani Hooker,S,Titans,"$40,500,000","$13,500,000","$24,860,000","$8,286,667",61.4%
,Peter Skoronski,LG,Titans,"$19,673,320","$4,918,330","$19,673,320","$4,918,330",100.0%
,Cody Barton,LB,Titans,"$21,000,000","$7,000,000","$13,300,000","$4,433,333",63.3%
,Tony Pollard,RB,Titans,"$21,750,000","$7,250,000","$10,490,000","$3,496,667",48.2%
,Kevin Zeitler,RG,Titans,"$9,000,000","$9,000,000","$8,745,000","$8,745,000",97.2%
,Will Levis,QB,Titans,"$9,542,162","$2,385,541","$8,730,957","$2,182,739",91.5%
,T'Vondre Sweat,IDL,Titans,"$9,552,440","$2,388,110","$7,926,795","$1,981,699",83.0%
,Oluwafemi Oladejo,EDGE,Titans,"$8,415,106","$2,103,777","$6,427,591","$1,606,898",76.4%
,Sebastian Joseph-Day,IDL,Titans,"$6,500,000","$6,500,000","$4,980,000","$4,980,000",76.6%
,Xavier Woods,S,Titans,"$8,000,000","$4,000,000","$3,490,000","$1,745,000",43.6%
,Kevin Winston Jr.,S,Titans,"$6,404,992","$1,601,248","$1,298,176","$324,544",20.3%
,Johnny Hekker,P,Titans,"$1,422,500","$1,422,500","$1,197,500","$1,197,500",84.2%
,Morgan Cox,LS,Titans,"$1,422,500","$1,422,500","$1,197,500","$1,197,500",84.2%
,Van Jefferson,WR,Titans,"$1,670,000","$1,670,000","$1,170,000","$1,170,000",70.1%
,Chimere Dike,WR,Titans,"$5,400,952","$1,350,238","$1,100,952","$275,238",20.4%
,Brandon Allen,QB,Titans,"$1,422,500","$1,422,500","$1,000,000","$1,000,000",70.3%
,Tyjae Spears,RB,Titans,"$5,490,602","$1,372,651","$993,164","$248,291",18.1%
,Gunnar Helm,TE,Titans,"$5,172,908","$1,293,227","$972,908","$243,227",18.8%
,Cedric Gray,LB,Titans,"$4,854,492","$1,213,623","$834,492","$208,623",17.2%
,Jalyn Armour-Davis,CB,Titans,"$4,420,324","$1,105,081","$760,324","$190,081",17.2%
,Elic Ayomanor,WR,Titans,"$4,865,816","$1,216,454","$665,816","$166,454",13.7%
,Blake Hance,RT,Titans,"$1,320,000","$1,320,000","$525,000","$525,000",39.8%
,Chigoziem Okonkwo,TE,Titans,"$4,164,336","$1,041,084","$504,336","$126,084",12.1%
,Jihad Ward,EDGE,Titans,"$1,405,000","$1,405,000","$500,000","$500,000",35.6%
,Jackson Slater,LG,Titans,"$4,560,612","$1,140,153","$360,612","$90,153",7.9%
,Marcus Harris,CB,Titans,"$4,453,016","$1,113,254","$253,016","$63,254",5.7%
,Kalel Mullings,RB,Titans,"$4,438,508","$1,109,627","$238,508","$59,627",5.4%
,Drew Moss,RG,Titans,"$2,985,000","$995,000","$145,000","$48,333",4.9%
,James Williams,LB,Titans,"$4,109,492","$1,027,373","$89,492","$22,373",2.2%
,Jaylen Harrell,EDGE,Titans,"$4,100,736","$1,025,184","$80,736","$20,184",2.0%
,Dorian Mausi,LB,Titans,"$2,970,000","$990,000","$50,000","$16,667",1.7%
,Joey Slye,K,Titans,"$1,295,000","$1,295,000","$25,000","$25,000",1.9%
,David Martin-Robinson,TE,Titans,"$2,837,500","$945,833","$17,500","$5,833",0.6%
,Garrett Dellinger,LG,Titans,"$840,000","$840,000",$0,$0,0.0%
,C.J. Ravenell,EDGE,Titans,"$840,000","$840,000",$0,$0,0.0%
,Jerrick Reed,S,Titans,"$1,030,000","$1,030,000",$0,$0,0.0%
,Timmy Horne,IDL,Titans,"$1,075,000","$1,075,000",$0,$0,0.0%
,Kemon Hall,CB,Titans,"$1,100,000","$1,100,000",$0,$0,0.0%
,Kaiir Elam,CB,Titans,"$1,100,000","$1,100,000",$0,$0,0.0%
,Julius Chestnut,RB,Titans,"$1,100,000","$1,100,000",$0,$0,0.0%
,Darrell Baker Jr.,CB,Titans,"$1,100,000","$1,100,000",$0,$0,0.0%
,Mike Brown,S,Titans,"$1,100,000","$1,100,000",$0,$0,0.0%
,Trey Hill,C,Titans,"$1,145,000","$1,145,000",$0,$0,0.0%
,Olisaemeka Udoh,LT,Titans,"$1,170,000","$1,170,000",$0,$0,0.0%
,Joe Bachie,LB,Titans,"$1,170,000","$1,170,000",$0,$0,0.0%
,James Lynch,IDL,Titans,"$1,170,000","$1,170,000",$0,$0,0.0%
,James Proche,WR,Titans,"$1,170,000","$1,170,000",$0,$0,0.0%
,Corey Levin,C,Titans,"$1,255,000","$1,255,000",$0,$0,0.0%
,Anfernee Orji,LB,Titans,"$1,755,000","$877,500",$0,$0,0.0%
,Bryce Oliver,WR,Titans,"$1,755,000","$877,500",$0,$0,0.0%
,Kendell Brooks,S,Titans,"$1,765,000","$882,500",$0,$0,0.0%
,Truman Jones,EDGE,Titans,"$1,845,000","$922,500",$0,$0,0.0%
,Micah Robinson,CB,Titans,"$1,845,000","$922,500",$0,$0,0.0%
,Cam Horsley,IDL,Titans,"$1,845,000","$922,500",$0,$0,0.0%
,Erick Hallett,CB,Titans,"$1,845,000","$922,500",$0,$0,0.0%
,Brandon Crenshaw-Dickson,RT,Titans,"$1,845,000","$922,500",$0,$0,0.0%
,David Ebuka Agoha,EDGE,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Xavier Restrepo,WR,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Isaiah Raikes,IDL,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Clay Webb,LG,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Hal Presley,WR,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Joel Wilson,TE,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Nate Lynn,EDGE,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Cam Riley,LB,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Keydrain Calligan,CB,Titans,"$1,935,000","$967,500",$0,$0,0.0%
,Sanoussi Kane,S,Titans,"$2,035,000","$1,017,500",$0,$0,0.0%
,Ali Gaye,EDGE,Titans,"$2,035,000","$1,017,500",$0,$0,0.0%
,Ryan Hayes,LT,Titans,"$2,125,000","$1,062,500",$0,$0,0.0%
,Blake Watson,RB,Titans,"$2,125,000","$1,062,500",$0,$0,0.0%
,Mason Kinsey,WR,Titans,"$2,175,000","$1,087,500",$0,$0,0.0%
,Earnest Brown IV,EDGE,Titans,"$2,405,000","$1,202,500",$0,$0,0.0%
,Justin Jefferson,WR,Vikings,"$140,000,000","$35,000,000","$88,743,000","$22,185,750",63.4%
,Christian Darrisaw,LT,Vikings,"$104,000,000","$26,000,000","$43,725,000","$10,931,250",42.0%
,Jonathan Greenard,EDGE,Vikings,"$76,000,000","$19,000,000","$38,000,000","$9,500,000",50.0%
,Byron Murphy,CB,Vikings,"$54,000,000","$18,000,000","$34,780,000","$11,593,333",64.4%
,Will Fries,RG,Vikings,"$87,720,000","$17,544,000","$34,000,000","$6,800,000",38.8%
,T.J. Hockenson,TE,Vikings,"$66,000,000","$16,500,000","$29,292,000","$7,323,000",44.4%
,Jonathan Allen,IDL,Vikings,"$51,000,000","$17,000,000","$23,255,000","$7,751,667",45.6%
,Brian O'Neill,RT,Vikings,"$92,500,000","$18,500,000","$22,576,118","$4,515,224",24.4%
,Andrew Van Ginkel,EDGE,Vikings,"$23,000,000","$23,000,000","$22,440,000","$22,440,000",97.6%
,J.J. McCarthy,QB,Vikings,"$21,854,796","$5,463,699","$21,854,796","$5,463,699",100.0%
,Javon Hargrave,IDL,Vikings,"$30,000,000","$15,000,000","$19,000,000","$9,500,000",63.3%
,Donovan Jackson,LT,Vikings,"$17,177,054","$4,294,264","$17,177,054","$4,294,264",100.0%
,Dallas Turner,EDGE,Vikings,"$15,766,862","$3,941,716","$15,766,862","$3,941,716",100.0%
,Josh Oliver,TE,Vikings,"$23,250,000","$7,750,000","$15,645,000","$5,215,000",67.3%
,Josh Metellus,S,Vikings,"$36,000,000","$12,000,000","$14,605,000","$4,868,333",40.6%
,Jordan Addison,WR,Vikings,"$13,731,736","$3,432,934","$13,731,736","$3,432,934",100.0%
,Aaron Jones,RB,Vikings,"$20,000,000","$10,000,000","$11,500,000","$5,750,000",57.5%
,Blake Cashman,LB,Vikings,"$22,500,000","$7,500,000","$9,475,000","$3,158,333",42.1%
,Ryan Kelly,C,Vikings,"$18,000,000","$9,000,000","$9,250,000","$4,625,000",51.4%
,Harrison Smith,S,Vikings,"$10,250,000","$10,250,000","$8,000,000","$8,000,000",78.0%
,Isaiah Rodgers,CB,Vikings,"$11,045,000","$5,522,500","$7,995,000","$3,997,500",72.4%
,Jordan Mason,RB,Vikings,"$10,500,000","$5,250,000","$7,230,000","$3,615,000",68.9%
,Theo Jackson,S,Vikings,"$9,315,000","$3,105,000","$5,380,000","$1,793,333",57.8%
,C.J. Ham,FB,Vikings,"$5,600,000","$2,800,000","$3,300,000","$1,650,000",58.9%
,Blake Brandel,LT,Vikings,"$9,500,000","$3,166,667","$3,100,000","$1,033,333",32.6%
,Jeff Okudah,CB,Vikings,"$2,350,000","$2,350,000","$2,350,000","$2,350,000",100.0%
,Eric Wilson,LB,Vikings,"$2,600,000","$2,600,000","$2,000,000","$2,000,000",76.9%
,Andrew DePaola,LS,Vikings,"$4,025,000","$1,341,666","$1,515,000","$505,000",37.6%
,Tai Felton,WR,Vikings,"$6,161,184","$1,540,296","$1,120,860","$280,215",18.2%
,Tavierre Thomas,CB,Vikings,"$2,000,000","$2,000,000","$1,000,000","$1,000,000",50.0%
